,Overall Qual,MS SubClass,Full Bath,Half Bath,Fireplaces,Gr Liv Area,Year Built,Year Remod/Add,Garage Area,TotRms AbvGrd,Open Porch SF,Wood Deck SF,Lot Area,MS Zoning,Lot Config,Condition 1,Bldg Type,House Style,Roof Style,Exterior 2nd,Exter Qual,Foundation,Heating QC,Sale Type,Kitchen Qual,Neighborhood,Lot Shape,SalePrice,Area_x_Rooms
1049,5,90,2,1,0,2233,1979,1979,579.0,11,0,0,9555,RL,CulDSac,Norm,Duplex,2Story,Gable,Plywood,TA,Slab,TA,WD ,TA,Edwards,IR1,141000,24563
978,6,20,1,1,0,1158,2004,2004,0.0,5,50,0,7500,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,SawyerW,Reg,143500,5790
1957,7,60,2,1,1,1971,2005,2005,689.0,8,48,0,9675,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,253000,15768
1297,6,120,2,0,1,1069,1977,1977,440.0,4,55,0,4043,RL,Inside,Norm,TwnhsE,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,NPkVill,Reg,127500,4276
1706,6,20,1,0,1,1395,1963,1984,440.0,7,0,657,9760,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,CBlock,TA,WD ,TA,NAmes,Reg,192000,9765
1070,7,60,2,1,1,2035,2001,2001,434.0,8,48,144,9505,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,222500,16280
1580,5,20,1,0,1,1236,1961,1994,288.0,6,0,0,6993,RL,Inside,Feedr,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,Sawyer,Reg,135000,7416
394,4,190,2,0,0,2290,1885,1950,560.0,11,0,0,11340,RM,Inside,Norm,2fmCon,2Story,Gable,AsbShng,TA,PConc,Gd,WD ,TA,OldTown,Reg,122500,25190
1115,8,120,2,0,0,1179,1988,1988,480.0,5,108,0,4740,RL,Inside,Norm,TwnhsE,1Story,Gable,CmentBd,Gd,CBlock,Gd,WD ,TA,StoneBr,IR1,182000,5895
229,6,80,3,0,1,2294,1963,1963,658.0,9,110,0,13200,RM,Corner,Norm,1Fam,SLvl,Gable,HdBoard,TA,CBlock,Fa,WD ,TA,IDOTRR,Reg,202500,20646
545,7,20,2,0,1,1620,1967,1967,578.0,8,62,0,15387,RL,CulDSac,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,Ex,WD ,Gd,NWAmes,IR1,215000,12960
1998,6,20,2,0,1,1602,1977,2000,529.0,8,0,240,16635,RL,FR2,Norm,1Fam,1Story,Gable,CmentBd,Gd,CBlock,Gd,WD ,Gd,NWAmes,IR1,215000,12816
1018,8,20,2,0,1,1534,2006,2006,484.0,7,46,168,10612,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Gd,WD ,Gd,Somerst,Reg,215000,10738
1192,5,20,1,0,0,1044,1952,1952,504.0,4,0,0,8712,C (all),Inside,Norm,1Fam,1Story,Hip,Wd Sdng,Fa,CBlock,TA,WD ,Fa,IDOTRR,Reg,55993,4176
102,8,20,3,0,1,1671,1976,2007,550.0,6,90,280,16280,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Ex,CBlock,Ex,WD ,Ex,Veenker,Reg,290000,10026
1361,4,20,1,1,0,1225,1959,1959,0.0,6,0,352,9320,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,Fa,WD ,TA,NAmes,IR1,128950,7350
332,10,60,2,1,1,2790,2005,2006,1150.0,10,200,30,12539,RL,Inside,PosN,1Fam,2Story,Hip,CmentBd,Ex,PConc,Ex,WD ,Ex,NridgHt,Reg,460000,27900
88,5,20,2,0,1,1336,1969,1969,502.0,6,11,312,9600,RL,Inside,Feedr,1Fam,1Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NWAmes,Reg,163000,8016
1439,7,30,1,0,1,1027,1920,2006,0.0,5,28,0,5400,RM,Inside,Norm,1Fam,1Story,Gable,Stucco,Gd,CBlock,TA,WD ,Gd,OldTown,Reg,120000,5135
543,7,60,2,1,1,2295,1992,2000,590.0,9,40,0,13346,RL,CulDSac,Norm,1Fam,2Story,Gable,HdBoard,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,268000,20655
680,5,20,1,1,1,1154,1966,1966,480.0,6,58,0,11000,RL,CulDSac,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,Ex,WD ,TA,NAmes,IR1,154000,6924
1797,6,30,1,0,1,1103,1925,1980,440.0,5,120,166,6000,RM,Inside,Artery,1Fam,1Story,Gable,MetalSd,TA,BrkTil,Gd,WD ,Gd,OldTown,Reg,110500,5515
1126,7,60,2,1,1,1789,2001,2001,546.0,7,0,0,10646,FV,Corner,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Somerst,IR1,223000,12523
1835,9,60,2,1,1,2643,2006,2006,694.0,9,84,414,13693,RL,Inside,Norm,1Fam,2Story,Hip,VinylSd,Ex,PConc,Ex,WD ,Ex,NridgHt,Reg,380000,23787
1538,5,85,1,0,0,1075,1963,1963,440.0,6,0,64,11235,RL,Corner,Feedr,1Fam,SFoyer,Gable,Wd Sdng,TA,CBlock,TA,WD ,Gd,Sawyer,Reg,148000,6450
1605,7,90,4,2,2,2787,2000,2000,820.0,8,0,312,7939,RL,Inside,Feedr,Duplex,2Story,Hip,VinylSd,TA,PConc,Ex,WD ,TA,SawyerW,Reg,269500,22296
232,7,70,1,0,1,1717,1915,1970,642.0,7,35,0,9550,RL,Corner,Norm,1Fam,2Story,Gable,Wd Shng,TA,BrkTil,Gd,WD ,Gd,Crawfor,IR1,140000,12019
732,5,20,1,1,0,1228,1966,2006,271.0,6,65,0,8544,RL,CulDSac,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,Gd,WD ,Gd,Sawyer,IR1,149350,7368
239,7,50,2,0,1,1671,1929,1950,451.0,7,0,0,8170,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Gd,BrkTil,Ex,WD ,TA,Crawfor,IR1,218000,11697
989,8,60,3,0,1,2466,2004,2005,610.0,8,214,159,11143,FV,Corner,Norm,1Fam,2Story,Gable,CmentBd,Gd,PConc,Ex,WD ,Gd,Somerst,IR1,340000,19728
1363,5,50,1,1,0,1134,1940,1950,240.0,7,0,0,8160,RL,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,BrkTil,Fa,WD ,TA,Edwards,Reg,126000,7938
461,7,20,2,0,0,1302,2007,2007,436.0,6,22,0,8993,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Gilbert,IR1,176485,7812
1929,9,20,2,0,1,1980,2004,2005,770.0,8,45,194,16737,RL,FR3,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Ex,NridgHt,Reg,315000,15840
1113,7,60,2,1,1,1720,2002,2003,400.0,7,48,138,8010,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,188000,12040
84,6,120,2,0,0,1189,1997,1997,392.0,4,122,0,4500,RM,FR2,Norm,TwnhsE,1Story,Hip,VinylSd,TA,PConc,Ex,WD ,TA,Mitchel,Reg,160500,4756
964,6,20,1,1,0,1100,2006,2007,0.0,6,136,0,7500,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,New,TA,SawyerW,Reg,146000,6600
824,7,20,1,1,0,1143,2006,2006,0.0,5,55,0,7500,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,Reg,147000,5715
589,8,20,2,0,1,1836,2008,2009,517.0,8,175,0,8125,FV,Corner,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,Reg,264500,14688
1968,7,50,2,0,1,1477,1928,1950,216.0,6,50,0,6292,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,BrkTil,Gd,WD ,TA,SWISU,Reg,145000,8862
1460,7,60,2,1,0,2260,1996,1997,533.0,7,44,296,14000,RL,Inside,Norm,1Fam,2Story,Gable,Wd Sdng,Gd,PConc,Ex,WD ,Gd,ClearCr,Reg,328000,15820
389,6,80,1,0,0,1034,1976,1976,888.0,6,0,0,12328,RL,Inside,Norm,1Fam,SLvl,Gable,HdBoard,TA,CBlock,TA,WD ,TA,Mitchel,IR1,169900,6204
613,6,60,2,1,1,1802,1993,1993,1017.0,8,92,450,12361,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,218000,14416
1340,7,70,1,0,0,1428,1900,1970,576.0,7,0,264,6451,RM,Inside,Norm,1Fam,2Story,Gable,Wd Sdng,TA,Stone,Gd,WD ,TA,OldTown,Reg,139900,9996
365,5,50,2,0,0,1385,1952,1952,720.0,6,0,0,8520,RL,Corner,Artery,1Fam,1.5Fin,Gable,Wd Sdng,TA,CBlock,Fa,WD ,TA,NAmes,Reg,166000,8310
440,7,20,2,0,0,1689,2006,2007,433.0,7,39,100,8368,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Timber,IR1,231713,11823
1128,5,20,1,0,0,884,1951,1991,270.0,4,0,0,15428,RL,Inside,Norm,1Fam,1Story,Hip,MetalSd,TA,CBlock,Ex,WD ,TA,NAmes,Reg,142000,3536
1615,5,20,1,0,0,1104,1956,1958,384.0,5,0,0,10425,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,Gd,WD ,TA,NAmes,Reg,133000,5520
1277,4,20,1,0,0,1229,1956,1956,284.0,6,0,0,17140,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,Ex,WD ,TA,Edwards,Reg,135000,7374
1519,6,90,2,0,0,1012,1975,1975,0.0,4,0,0,7840,RL,CulDSac,Norm,Duplex,SFoyer,Flat,Wd Shng,TA,CBlock,TA,WD ,TA,Edwards,IR1,127500,4048
1377,4,90,2,0,0,1296,1967,1967,516.0,6,0,0,10791,RL,Inside,Norm,Duplex,1Story,Gable,MetalSd,TA,Slab,TA,WD ,TA,Sawyer,Reg,90000,7776
619,6,45,1,0,0,1013,1926,1950,160.0,6,0,0,5000,RM,Inside,Norm,1Fam,1.5Unf,Gable,MetalSd,TA,BrkTil,Ex,WD ,TA,BrkSide,Reg,113000,6078
791,5,90,3,0,0,1200,1987,1988,0.0,5,0,120,10800,RL,Inside,Norm,Duplex,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,Edwards,Reg,179000,6000
1416,5,80,1,0,1,1086,1966,1966,484.0,6,0,0,13400,RL,Inside,Norm,1Fam,SLvl,Gable,VinylSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,159950,6516
1507,6,50,1,1,0,1609,1953,1953,305.0,7,0,0,9525,RL,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,CBlock,TA,WD ,TA,Edwards,Reg,149900,11263
601,7,60,2,1,0,1585,2005,2005,449.0,7,77,100,7632,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,184900,11095
1268,5,20,1,0,0,988,1966,1966,360.0,5,0,0,7150,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,129250,4940
684,8,60,2,1,2,2687,2000,2000,810.0,10,30,252,12720,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,Reg,327000,26870
1643,3,30,1,0,0,492,1921,1950,200.0,3,0,0,7830,RM,Inside,Norm,1Fam,1Story,Gable,AsbShng,TA,BrkTil,TA,WD ,TA,OldTown,Reg,61500,1476
1684,4,20,1,0,0,968,1956,1956,331.0,5,0,0,8626,RM,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,Gd,WD ,TA,OldTown,Reg,104500,4840
590,5,20,1,0,1,1092,1957,1957,299.0,6,0,268,14850,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,NAmes,IR1,141000,6552
209,6,85,1,1,2,1287,1977,1977,541.0,5,39,302,9360,RL,Inside,Norm,1Fam,SFoyer,Gable,Plywood,TA,CBlock,TA,WD ,TA,Mitchel,Reg,173000,6435
1315,5,50,1,0,1,1576,1928,1950,225.0,8,0,0,6240,RM,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,BrkTil,Ex,WD ,TA,BrkSide,Reg,149000,12608
313,7,60,2,0,0,1550,2006,2007,438.0,7,168,0,8125,FV,Inside,Norm,1Fam,2Story,Gable,CmentBd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,241000,10850
1905,5,50,1,1,0,1393,1955,1955,300.0,8,0,121,16466,RL,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,PConc,TA,WD ,TA,Edwards,IR1,135500,11144
1204,5,50,1,0,0,1080,1890,1996,0.0,5,165,0,5914,RM,Inside,Norm,1Fam,1.5Fin,Gable,HdBoard,TA,BrkTil,Gd,WD ,Gd,OldTown,Reg,95000,5400
1790,7,20,2,0,0,1573,2002,2002,544.0,6,72,0,9808,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,227000,9438
953,7,60,2,1,0,1797,2006,2006,639.0,8,53,144,9245,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,213500,14376
361,9,60,2,1,1,2758,2005,2006,814.0,9,55,282,13654,RL,CulDSac,Norm,1Fam,2Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Ex,NridgHt,IR1,418000,24822
965,6,50,2,0,1,1556,1949,1950,470.0,6,0,0,17360,RL,Corner,Artery,1Fam,1.5Fin,Gable,MetalSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,172500,9336
1286,7,60,2,1,1,1630,2004,2005,436.0,7,48,120,7984,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,189500,11410
1910,8,60,2,1,1,2283,2003,2003,632.0,9,46,120,11792,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,270000,20547
490,6,60,2,1,1,1593,1992,1993,389.0,7,40,342,9636,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Gd,WD ,TA,Gilbert,IR1,178000,11151
31,8,70,1,0,2,1517,1929,1950,400.0,7,0,0,11435,RL,Corner,Norm,1Fam,2Story,Gable,Stucco,TA,PConc,Fa,WD ,Gd,Crawfor,IR1,230000,10619
618,8,120,1,1,2,1288,1996,1996,500.0,4,30,120,14963,RL,Inside,Norm,TwnhsE,1Story,Gable,BrkFace,Gd,PConc,Ex,WD ,Ex,Veenker,IR2,245500,5152
1562,5,80,2,0,1,1265,1965,1999,502.0,6,92,0,9350,RL,Inside,Norm,1Fam,SLvl,Gable,BrkFace,TA,PConc,Gd,WD ,Gd,NAmes,Reg,179900,7590
1143,7,60,2,1,1,2520,1995,1995,721.0,9,114,224,9950,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,290000,22680
1551,8,60,2,1,1,2538,1996,1997,933.0,8,92,198,9044,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,330000,20304
1868,6,60,2,1,0,1456,2005,2005,400.0,8,24,100,8029,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,Gilbert,IR1,176000,11648
1366,5,90,2,0,0,1800,1961,1961,0.0,10,0,0,8000,RL,Corner,Artery,Duplex,1Story,Gable,BrkFace,TA,CBlock,Ex,WD ,TA,NAmes,Reg,141000,18000
1593,5,20,1,0,0,912,1962,1962,252.0,6,0,0,7150,RL,Inside,Feedr,1Fam,1Story,Gable,VinylSd,TA,CBlock,Gd,WD ,TA,Sawyer,Reg,123000,5472
1766,7,20,2,0,1,1710,2004,2005,550.0,7,48,100,12118,RL,CulDSac,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Mitchel,IR1,240000,11970
689,5,190,1,0,0,1347,1910,1991,0.0,5,0,85,7000,RL,Inside,Norm,2fmCon,2Story,Gable,MetalSd,TA,CBlock,TA,WD ,TA,Edwards,Reg,107500,6735
502,7,60,2,1,1,1720,2004,2004,440.0,7,48,100,8244,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,183500,12040
1292,2,30,1,0,0,498,1922,1955,216.0,3,0,0,8088,RL,Inside,Feedr,1Fam,1Story,Gable,MetalSd,TA,BrkTil,TA,ConLD,TA,Edwards,Reg,35000,1494
121,5,20,1,0,0,1202,1956,1956,304.0,6,35,0,8750,RL,Inside,Norm,1Fam,1Story,Gable,BrkFace,TA,CBlock,TA,COD,TA,NAmes,Reg,120000,7212
175,7,70,2,0,1,2495,1890,1999,342.0,10,299,0,10800,RM,Inside,Norm,1Fam,2Story,Gable,Wd Shng,TA,BrkTil,Gd,WD ,TA,OldTown,Reg,184000,24950
1731,6,120,2,0,1,918,1979,1979,264.0,5,0,28,7892,RL,Inside,Norm,TwnhsE,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,SawyerW,Reg,99500,4590
44,5,20,1,0,0,1040,1965,1965,384.0,5,0,0,11200,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,Ex,WD ,TA,Sawyer,Reg,129500,5200
858,6,190,2,0,0,3395,1914,1995,0.0,14,110,0,10896,RH,Inside,Feedr,2fmCon,2.5Fin,Hip,VinylSd,Fa,CBlock,Ex,WD ,Fa,SWISU,Reg,200000,47530
173,5,70,1,1,2,1644,1942,1995,312.0,7,0,168,9480,RL,Inside,Artery,1Fam,2Story,Gable,MetalSd,TA,CBlock,Ex,WD ,Gd,NAmes,Reg,146500,11508
73,7,160,2,0,0,1709,2004,2004,380.0,7,40,0,2522,RM,Inside,Norm,Twnhs,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Edwards,Reg,137500,11963
1657,6,60,2,1,0,1604,1998,1998,472.0,7,82,100,9535,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Gilbert,IR1,195500,11228
60,8,60,2,1,1,2270,1999,2007,671.0,9,57,132,11764,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,290000,20430
1029,6,20,2,0,1,1324,1965,1965,440.0,6,138,0,8658,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,Ex,WD ,TA,NAmes,Reg,160000,7944
103,3,30,1,0,0,797,1900,1950,0.0,5,36,0,9392,C (all),Corner,Norm,1Fam,1Story,Mansard,AsbShng,TA,CBlock,TA,WD ,TA,IDOTRR,Reg,44000,3985
1748,7,60,2,1,0,2084,2004,2004,618.0,8,45,0,10142,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,233000,16672
9,5,60,1,2,2,2080,1969,1969,504.0,9,0,335,11606,RL,Inside,Norm,1Fam,2Story,Gable,Plywood,TA,PConc,TA,WD ,Fa,NAmes,IR1,135000,18720
1665,6,50,2,0,1,1342,1939,1950,240.0,7,0,0,6000,RM,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,CBlock,Ex,WD ,TA,BrkSide,Reg,105000,9394
243,7,20,2,0,0,1218,2007,2008,462.0,6,168,168,7500,FV,Inside,Norm,1Fam,1Story,Gable,CmentBd,Gd,PConc,Ex,New,Gd,Somerst,Reg,230348,7308
611,6,60,1,1,1,1839,1966,1966,442.0,7,124,0,7700,RL,Inside,PosN,1Fam,2Story,Gable,MetalSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,155000,12873
620,8,20,2,0,2,1782,2004,2005,932.0,7,82,99,16870,RL,FR3,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,296000,12474
1002,6,20,1,0,2,1251,1964,1964,461.0,6,116,0,8800,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,160000,7506
1467,6,20,2,0,0,1326,2006,2006,427.0,6,0,100,11660,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Gilbert,IR1,174190,7956
1360,6,70,2,0,2,2009,1928,1950,795.0,8,42,0,19950,RL,Corner,Norm,1Fam,2Story,Gable,Plywood,TA,PConc,Ex,WD ,TA,Edwards,Reg,235000,16072
884,9,60,2,1,1,2091,2005,2006,521.0,8,84,194,9942,RL,Inside,Norm,1Fam,2Story,Gable,MetalSd,Ex,PConc,Ex,New,Ex,NridgHt,IR1,338500,16728
1251,7,70,2,0,1,1378,1928,2005,360.0,7,0,0,9600,RM,Inside,Norm,1Fam,2Story,Gambrel,MetalSd,TA,BrkTil,Ex,WD ,Gd,OldTown,Reg,161000,9646
1153,7,60,2,1,0,1582,2004,2004,520.0,6,45,0,8320,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,185900,9492
366,5,85,1,0,1,936,1962,1962,288.0,6,90,24,6760,RL,Inside,Norm,1Fam,SFoyer,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,Reg,130000,5616
1944,7,20,2,0,1,1246,2007,2008,428.0,5,24,100,3710,RL,Inside,Norm,1Fam,1Story,Gable,Wd Shng,Gd,PConc,Ex,New,Gd,Blmngtn,Reg,187687,6230
465,9,60,2,1,1,3078,1998,1998,806.0,9,87,108,10557,RL,Inside,Norm,1Fam,2Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,410000,27702
291,4,50,1,0,0,1337,1956,1956,263.0,5,0,0,8382,RL,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,108000,6685
939,7,20,2,0,0,1428,2007,2008,480.0,6,120,0,11639,FV,Corner,Norm,1Fam,1Story,Gable,CmentBd,Gd,PConc,Ex,New,Gd,Somerst,Reg,182000,8568
1359,5,75,2,0,0,2138,1898,1965,360.0,11,156,40,8100,RM,Corner,Norm,1Fam,2.5Unf,Hip,AsbShng,TA,PConc,TA,WD ,TA,OldTown,Reg,106000,23518
1969,5,20,2,0,0,1510,1967,1967,517.0,6,40,0,9680,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,Ex,WD ,Gd,NAmes,Reg,178900,9060
999,6,60,1,1,0,1388,1977,1977,317.0,6,36,406,8340,RL,Inside,Norm,1Fam,2Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,CollgCr,IR1,157500,8328
1667,5,20,1,1,0,1099,1995,2006,352.0,6,0,278,9525,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,CollgCr,Reg,144000,6594
1373,6,50,1,0,0,1196,1920,2000,528.0,7,46,0,12354,RL,Corner,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,BrkTil,Gd,ConLI,Gd,Edwards,Reg,110000,8372
718,5,20,1,0,1,1337,1950,2006,264.0,7,192,0,9600,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,Gd,WD ,Gd,NAmes,Reg,141500,9359
1776,5,70,1,1,0,1513,1920,2004,180.0,8,0,24,6120,RM,Inside,Norm,1Fam,2Story,Gable,MetalSd,TA,BrkTil,Ex,WD ,TA,BrkSide,Reg,137500,12104
1264,6,60,2,1,1,2030,1976,1976,551.0,8,224,0,12046,RL,Inside,Norm,1Fam,2Story,Gable,Plywood,TA,CBlock,TA,WD ,Gd,NWAmes,IR1,195000,16240
517,10,20,2,0,1,1824,2006,2007,932.0,8,36,160,12633,RL,Inside,PosA,1Fam,1Story,Hip,MetalSd,Ex,PConc,Ex,New,Ex,Timber,IR1,392000,14592
756,9,120,2,0,1,1710,2007,2007,557.0,6,48,156,8118,RL,Inside,PosN,TwnhsE,1Story,Hip,MetalSd,Ex,PConc,Ex,WD ,Ex,StoneBr,Reg,334000,10260
985,7,20,2,0,1,1290,2007,2007,662.0,6,0,168,6762,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,200000,7740
1088,5,45,1,0,0,784,1924,1950,0.0,5,0,0,6130,RM,Inside,Norm,1Fam,1.5Unf,Gable,MetalSd,TA,BrkTil,Gd,WD ,Gd,BrkSide,Reg,109500,3920
753,7,80,2,1,1,1479,1987,1989,578.0,7,238,224,14419,RL,Corner,Norm,1Fam,SLvl,Hip,Plywood,TA,PConc,Ex,WD ,Gd,Timber,IR1,213500,10353
1826,5,30,1,0,0,875,1931,1993,180.0,5,0,48,6120,RM,Corner,Norm,1Fam,1Story,Gable,Wd Sdng,TA,BrkTil,TA,WD ,TA,BrkSide,Reg,105000,4375
1744,5,60,2,0,1,1812,1962,1962,264.0,8,168,0,7590,RL,Inside,PosN,1Fam,2Story,Gable,VinylSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,169500,14496
917,6,60,2,1,1,1683,1978,1978,440.0,7,0,243,11184,RL,Inside,Norm,1Fam,2Story,Hip,HdBoard,TA,CBlock,Gd,WD ,TA,Sawyer,Reg,172500,11781
299,7,60,2,1,0,1728,2004,2004,572.0,7,56,187,9313,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,190000,12096
158,4,190,1,0,0,960,1970,1970,576.0,6,288,0,9873,RL,Inside,RRAn,2fmCon,1Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,BrkSide,Reg,129000,5760
1539,5,20,1,0,0,992,1967,2005,294.0,6,0,204,10265,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,Ex,WD ,Gd,Sawyer,IR1,145000,5952
1602,7,60,2,1,1,1894,2002,2003,510.0,8,40,0,11316,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Timber,Reg,214900,15152
1877,5,20,1,1,0,1100,1996,1996,462.0,5,0,0,13015,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,CollgCr,Reg,145000,5500
1669,6,85,1,0,1,1026,1974,1974,528.0,5,0,193,8410,RL,Corner,Norm,1Fam,SFoyer,Gable,Plywood,TA,CBlock,TA,WD ,TA,Mitchel,IR1,143000,5130
47,7,70,1,1,1,1502,1931,2000,270.0,6,0,0,7200,RL,Inside,Norm,1Fam,2Story,Gable,Wd Shng,TA,BrkTil,TA,WD ,TA,Crawfor,Reg,149000,9012
1997,7,60,2,1,1,1776,2002,2002,474.0,7,96,144,14006,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,192500,12432
1581,8,60,2,1,1,2365,1999,1999,856.0,8,128,0,9430,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,Reg,337000,18920
